817,simple,ACG080,"DUNGA MALTA 35GR",1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Repostería,,,,,,,,,,,,0,,,,
818,simple,ACG081,"OBLEAS 50UND",1,0,visible,"Hoja delgada hecha con harina, sal y agua, que se utiliza como cubierta o base de algunos dulces","Hoja delgada hecha con harina, sal y agua, que se utiliza como cubierta o base de algunos dulces",,,taxable,,1,,,0,1,,,,,1,,,"84,66",Víveres,,,,,,,,,,,,0,,,,
819,simple,ACG082,"PANETTONE CLASSIS BAUDUCCO 500GR",1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Panadería,,,,,,,,,,,,0,,,,
820,simple,ACG084,"MARSHMALLOWS BLANCO Y ROSA 120GR",1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Repostería,,,,,,,,,,,,0,,,,
821,simple,ACG085,"MARSHMALLOWS BLANCO 120GR",1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Repostería,,,,,,,,,,,,0,,,,
822,simple,ACG086,"MARSHMALLOWS MIXTO 270GR",1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Repostería,,,,,,,,,,,,0,,,,
823,simple,ACG087,"CHOCOLATE S/AZUCAR 30GR UND",1,0,visible,"Es una opción segura que ofrece diversas propiedades como: menor valor calórico","Es una opción segura que ofrece diversas propiedades como: menor valor calórico",,,taxable,,1,,,0,1,,,,,1,,,"40,68",Repostería,,,,,,,,,,,,0,,,,
824,simple,ACG091,"TOSTONES TOM 80GR UND",1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Víveres,,,,,,,,,,,,0,,,,
825,simple,ACG092,"CHOCOLATE C/STEVIA TORRAS 125GR",1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Repostería,,,,,,,,,,,,0,,,,
826,simple,AHP001,"PAPEL HIGIENICO BLOOM 500H",1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Víveres,,,,,,,,,,,,0,,,,
827,simple,AHP002,"PAPEL HIGIENICO ELITE COLOR 200H",1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,,Víveres,,,,,,,,,,,,0,,,,
